,epoch_losses,elapsed_time,epoch_accuracies
0,2.286118143695896,3.8868978898972273,12.880225594277038
1,2.1228450395293157,7.7257284466177225,27.615629465714893
2,1.8218025070125774,11.726681826636195,32.107559365985786
3,1.7414430622327126,15.633334133774042,36.41375377246004
4,1.5926145355580217,19.538344645872712,44.74075998826885
5,1.4109321590197288,23.622925767675042,50.45170463100925
6,1.3249852899777688,27.423698788508773,54.537102970491105
7,1.1763260667606936,31.72728857398033,59.98203091889074
8,1.0612720463235499,35.70630747079849,64.28216964297674
9,1.0037305789478754,39.592249866575,66.95146414011158
10,0.9208073818077476,43.38623249344528,68.69352944281276
11,0.914309598631778,47.30565509386361,69.65124493235412
12,0.8674003491967411,50.699636386707425,73.22944522313799
13,0.8475474957692422,54.882750786840916,72.38498929465963
14,0.8291517920413259,59.32100435718894,72.77981455263614
15,0.8093522544634544,63.176263090223074,74.27936322240787
16,0.8088178129519447,67.43201160058379,73.94280712731957
17,0.8056122337357473,71.32190774381161,74.62015335433499
18,0.8892571299763049,75.27703459560871,68.32806542701162
19,0.7612059081004838,79.4825473818928,77.41801953441983
20,0.7494568248926583,83.75319496355951,77.02921146091461
21,0.7397698396343296,87.19884639419615,77.92225962173583
22,0.7651863158759424,91.18502477742732,75.90458070582208
23,0.7520300705554122,95.26109014265239,77.28096561585504
24,0.721458977561886,98.81037228927016,77.44896360439132
25,0.8758781032036926,103.14441432990134,75.59740498162009
26,0.7028123206001217,107.05438966117799,79.04067602567814
27,0.7364998086024139,110.54126054607332,77.59278185501637
28,0.7029428997282254,114.42188325710595,77.36555433308256
29,0.7292302159939782,118.76485481671989,77.26503299811279
