,epoch_losses,elapsed_time,epoch_accuracies
0,2.302628918243115,20.535890474915504,11.054693321424471
1,2.298377805681371,39.55851626209915,11.434928266095556
2,2.2868183924953565,58.49451039545238,12.398190670195575
3,2.1420032721338496,77.461097817868,30.75549336758853
4,1.537560367635064,96.55921581946313,43.42233202456846
5,1.194651932350354,115.51730684749782,55.12703192514551
6,1.0139479159292129,134.46163095533848,62.566762324855446
7,0.8934715391476271,153.51470397599041,68.55389977451897
8,0.8229975359780448,172.49266559816897,71.37080980323796
9,0.7803396627084532,191.45586408302188,73.20817420287676
10,0.7476485278179397,210.4426440820098,74.45816580821244
11,0.7202081255821277,229.38280053064227,75.48037677447508
12,0.6975008645799877,248.51025024987757,76.46712168788729
13,0.6804375964949634,267.7018872387707,77.05725256775595
14,0.6674919759413835,286.88180228322744,77.74128228781406
15,0.6571328340690019,304.9536245223135,78.11613568117438
16,0.6484632126049701,321.44296728260815,78.45914243180752
17,0.6413958828840682,337.57958212308586,78.73480819690299
18,0.6350137794068628,354.7544830273837,78.95421415634755
19,0.6296722422530656,371.55937178619206,79.08619809165987
20,0.6250252773893922,387.95722940191627,79.30964913095268
21,0.6205898950349039,404.0603794939816,79.57316385606072
22,0.6167232504785697,420.0213139783591,79.72303385973719
23,0.6124885669395105,436.0736611727625,79.87526757721108
24,0.6080335702723277,452.0014959704131,80.06669253831862
25,0.6043438391009374,468.44876705110073,80.20825331321213
26,0.6010796988823774,484.53186664916575,80.34964332999827
27,0.5976019525197523,500.4030737299472,80.4322246538454
28,0.5944044820027057,517.035120178014,80.53520484372284
29,0.5913194332803998,533.0770587101579,80.65072213162914
